SampleID	A01	A02	A03	A04	A05	A06	A07	A08	A09	B10	B11	B12	B13	B14	B15	B16	B17	B18	C19	C20	C21	C22	C23	C24	C25	C26	C27
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae	0.0	0.0	0.0	0.000232982565138	7.7660855046e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__SHA-31	0.0	0.0	0.0	0.0	0.000155321710092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;f__	0.000116491282569	0.0	0.000116491282569	0.000232982565138	0.000155321710092	7.7660855046e-05	0.0	3.8830427523e-05	0.0	3.8830427523e-05	0.000543625985322	3.8830427523e-05	0.0	0.0	0.00038830427523	0.000582456412845	0.0	0.000427134702753	3.8830427523e-05	3.8830427523e-05	0.0	0.0	3.8830427523e-05	0.0	3.8830427523e-05	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Stramenopiles;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;f__	0.000194152137615	0.000232982565138	0.000271812992661	0.000155321710092	0.000232982565138	0.000194152137615	0.000155321710092	7.7660855046e-05	0.0	0.0	3.8830427523e-05	3.8830427523e-05	0.000232982565138	0.000194152137615	0.000232982565138	7.7660855046e-05	0.000116491282569	3.8830427523e-05	0.000194152137615	0.000116491282569	0.000155321710092	7.7660855046e-05	0.000155321710092	0.000194152137615	0.000271812992661	0.000194152137615	0.000155321710092
k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae	0.000155321710092	0.00481497301285	0.0118432803945	0.00298994291927	0.00372772104221	0.009280472178	0.0211237525725	0.000116491282569	3.8830427523e-05	0.00594105541102	0.000427134702753	0.000427134702753	0.00139789539083	0.000155321710092	3.8830427523e-05	3.8830427523e-05	7.7660855046e-05	0.000194152137615	0.00198035180367	0.000465965130276	7.7660855046e-05	0.000582456412845	0.00038830427523	0.0129305323652	0.0174736923854	0.00904748961286	0.00648468139634
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae	3.8830427523e-05	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8830427523e-05	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8830427523e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae	0.0	0.0	0.0	7.7660855046e-05	7.7660855046e-05	3.8830427523e-05	0.0	3.8830427523e-05	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae	7.7660855046e-05	0.0	0.0	3.8830427523e-05	7.7660855046e-05	0.000543625985322	0.0	0.000155321710092	3.8830427523e-05	0.0	3.8830427523e-05	0.0	0.0	0.0	3.8830427523e-05	0.0	0.0	7.7660855046e-05	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__	0.0	3.8830427523e-05	0.0	3.8830427523e-05	0.0	0.0	0.000155321710092	0.0	0.0	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae	7.7660855046e-05	0.0	0.0	0.0	0.0	0.000116491282569	0.0	0.000349473847707	0.0	3.8830427523e-05	0.0	0.0	0.0	3.8830427523e-05	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae	3.8830427523e-05	0.0	3.8830427523e-05	0.00104842154312	0.0	0.0	3.8830427523e-05	0.000310643420184	0.0	0.0	0.0	0.000155321710092	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	0.0252786083175	0.0132023453578	0.0315303071487	0.0187162660661	0.00768842464956	0.0311031724459	0.0110666718441	0.00792140721469	0.00796023764222	0.0128917019376	0.0208907700074	0.0154933405817	0.0192598920514	0.0261717081505	0.0147167320312	0.0144837494661	0.0108725197064	0.019376383334	0.0106007067138	0.00551392070827	0.0148720537413	0.00493146429542	0.0154933405817	0.00683415524405	0.00403836446239	0.0139012930532	0.0108336892789
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae	7.7660855046e-05	0.0	0.0	0.000155321710092	3.8830427523e-05	0.000194152137615	0.000232982565138	0.000116491282569	0.0	0.000116491282569	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	7.7660855046e-05	0.000116491282569	3.8830427523e-05	0.0	0.0	7.7660855046e-05	0.0	0.0	3.8830427523e-05	3.8830427523e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	0.000698947695414	0.000116491282569	0.000232982565138	0.00143672581835	0.000465965130276	0.000815438977983	0.000543625985322	0.000854269405506	0.0010095911156	0.000465965130276	0.000543625985322	0.000465965130276	3.8830427523e-05	0.000465965130276	0.000698947695414	0.000660117267891	0.000194152137615	0.000427134702753	0.000310643420184	0.000427134702753	0.000271812992661	0.000271812992661	0.000232982565138	0.000116491282569	7.7660855046e-05	7.7660855046e-05	0.000194152137615
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.7660855046e-05	3.8830427523e-05	7.7660855046e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__;f__	0.0	0.0	0.0	0.0	3.8830427523e-05	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;Other	0.0	0.000194152137615	3.8830427523e-05	0.0	0.0	3.8830427523e-05	7.7660855046e-05	0.0	0.0	3.8830427523e-05	0.0	0.0	7.7660855046e-05	0.0	7.7660855046e-05	0.0	0.000116491282569	0.0	0.000271812992661	0.000271812992661	7.7660855046e-05	0.000116491282569	0.000155321710092	0.000116491282569	3.8830427523e-05	0.000155321710092	7.7660855046e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__	0.0269094862734	0.0884945443249	0.0753698598222	0.081893371646	0.132761231701	0.0446161612239	0.0418592008698	0.148992350406	0.0275307731138	0.134120296664	0.348231274026	0.36213256708	0.0575855240166	0.228322913835	0.224245718945	0.352580281909	0.224478701511	0.357705898342	0.0823205063488	0.0204636353046	0.0502854036423	0.0498582689395	0.0414708965946	0.0779714984662	0.0851939579855	0.123286607386	0.0670213179047
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae	0.00209684308624	0.00178619966606	0.000698947695414	0.00345590804955	0.00147555624587	0.000931930260552	0.000698947695414	0.00283462120918	0.00178619966606	0.00291228206423	0.000970760688075	0.00170853881101	0.00128140410826	0.00291228206423	0.00170853881101	0.00132023453578	0.00209684308624	0.00135906496331	0.00128140410826	0.00128140410826	0.0018638605211	0.00225216479633	0.0028734516367	0.0018638605211	0.00198035180367	0.00170853881101	0.00244631693395
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae	0.00636819011377	0.00295111249175	0.00120374325321	0.00788257678717	0.00341707762202	0.00621286840368	0.00365006018716	0.00652351182387	0.00384421232478	0.00772725507708	0.0119986021046	0.00912515046791	0.00275696035413	0.0130470236477	0.0087756766202	0.0117267891119	0.00698947695414	0.00722245951928	0.00508678600551	0.00524210771561	0.00563041199084	0.0145225798936	0.00551392070827	0.00302877334679	0.00190269094863	0.0028734516367	0.00302877334679
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae	0.000931930260552	0.00244631693395	0.00128140410826	0.00116491282569	0.00353356890459	0.00159204752844	0.000854269405506	0.000504795557799	0.00132023453578	0.00326175591193	0.000271812992661	0.00077660855046	0.00135906496331	0.00139789539083	0.000970760688075	0.000232982565138	0.00205801265872	0.000931930260552	0.00260163864404	0.000815438977983	0.0033782471945	0.00283462120918	0.00147555624587	0.00108725197064	0.00143672581835	0.00128140410826	0.00159204752844
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae	0.0	0.0	0.0	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000116491282569	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	0.0179396575156	0.0462470391799	0.0486933561139	0.0347144022056	0.0508678600551	0.0229099522386	0.0305207160331	0.0218615306955	0.0241913563468	0.0670601483322	0.00815438977983	0.0139012930532	0.0351415369083	0.033782471945	0.0220556828331	0.00970760688075	0.0580514891469	0.0187939269211	0.0267929949909	0.00819322020735	0.0325398982643	0.0204248048771	0.0300547509028	0.0862812099561	0.0631382751524	0.0349473847707	0.0431794354056
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae	0.000155321710092	0.000854269405506	0.0	0.000660117267891	0.000970760688075	0.000427134702753	0.000155321710092	0.000349473847707	3.8830427523e-05	0.000504795557799	0.000310643420184	0.000232982565138	0.0	0.000232982565138	0.000349473847707	0.000232982565138	0.000271812992661	0.00128140410826	7.7660855046e-05	3.8830427523e-05	0.00116491282569	0.000582456412845	0.000737778122937	0.000582456412845	0.000427134702753	3.8830427523e-05	0.000465965130276
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae	0.000543625985322	0.000931930260552	0.0	7.7660855046e-05	0.0	0.000116491282569	0.000349473847707	0.000271812992661	0.0	0.000116491282569	0.000582456412845	0.000427134702753	0.0	0.000116491282569	0.000310643420184	0.000660117267891	0.0	0.000310643420184	0.00582456412845	0.00714479866423	0.00365006018716	0.00419368617248	0.00617403797616	0.00271812992661	0.000854269405506	0.00415485574496	0.00485380344038
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	0.0519939424533	0.162854813031	0.11866578651	0.114239117773	0.168291072885	0.0921834349396	0.064963305246	0.0679920785928	0.053236516134	0.117267891119	0.0462858696074	0.0778938376112	0.0854657709781	0.0653904399487	0.100415485574	0.0399953403487	0.103560750204	0.094590921446	0.1185104648	0.0401506620588	0.111132683571	0.104492680464	0.112918883237	0.162117034909	0.16537879082	0.21477109463	0.108492214499
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae	0.000660117267891	0.0	0.0	0.000660117267891	0.000194152137615	0.000310643420184	0.0	7.7660855046e-05	0.0	7.7660855046e-05	0.000194152137615	0.0	3.8830427523e-05	0.0	0.000349473847707	0.000116491282569	0.0	0.000465965130276	7.7660855046e-05	0.000854269405506	0.000232982565138	0.00163087795597	0.000155321710092	0.0	0.0	0.0	0.000155321710092
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae]	0.000582456412845	0.000621286840368	0.000970760688075	0.00124257368074	0.000504795557799	0.000698947695414	0.000310643420184	0.000232982565138	0.000737778122937	0.00112608239817	0.000310643420184	0.000970760688075	0.00139789539083	0.000465965130276	0.000737778122937	0.00077660855046	0.000582456412845	0.000660117267891	0.000737778122937	0.000232982565138	0.000621286840368	0.000582456412845	0.000660117267891	0.00139789539083	0.000931930260552	0.000931930260552	0.000582456412845
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae]	0.0	0.0	0.0	0.0	0.000621286840368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Natranaerobiales;f__Anaerobrancaceae	0.0	0.0	0.0	0.0	7.7660855046e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__SHA-98;f__	0.0	0.0	0.0	0.000194152137615	0.000232982565138	3.8830427523e-05	3.8830427523e-05	0.0	0.0	0.0	0.000116491282569	0.000116491282569	0.0	0.0	0.000116491282569	7.7660855046e-05	0.0	0.000194152137615	3.8830427523e-05	0.000116491282569	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae	0.15221527589	0.0740107948589	0.107987418941	0.104686832602	0.0278025861065	0.146002407487	0.112181105114	0.109035840485	0.237176251311	0.0544790898148	0.0509066904827	0.0866306838038	0.129577136644	0.138313982837	0.0964936123947	0.0357239933212	0.0664000310643	0.03793732769	0.0803013241176	0.0778161767561	0.155011066672	0.0984739641983	0.179862540287	0.0504795557799	0.0733895080185	0.0369277365744	0.0704772259543
k__Bacteria;p__GAL15;c__;o__;f__	7.7660855046e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__OD1;c__ZB2;o__;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8830427523e-05	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__	3.8830427523e-05	0.0	0.000194152137615	0.0	7.7660855046e-05	0.0	3.8830427523e-05	7.7660855046e-05	0.0	0.0	0.0	0.0	0.0	0.0	7.7660855046e-05	0.0	0.0	3.8830427523e-05	0.000155321710092	0.0	0.0	7.7660855046e-05	0.0	0.0	0.0	7.7660855046e-05	3.8830427523e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__	0.0	3.8830427523e-05	0.0	0.000232982565138	0.00124257368074	3.8830427523e-05	3.8830427523e-05	0.000116491282569	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000155321710092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.7660855046e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8830427523e-05	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__mitochondria	0.0	3.8830427523e-05	3.8830427523e-05	0.0	0.0	3.8830427523e-05	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	7.7660855046e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae	0.000116491282569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8830427523e-05	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae	0.0286180250845	0.00333941676698	0.0018638605211	0.00520327728808	0.00353356890459	0.00298994291927	0.018483283501	0.00143672581835	0.0130470236477	0.000271812992661	0.00617403797616	0.00302877334679	0.00974643730827	0.00248514736147	0.0201141614569	0.00209684308624	0.0010095911156	0.00318409505689	0.0179008270881	0.0198423484643	0.0176290140954	0.012619888945	0.0179784879432	0.00190269094863	0.00155321710092	0.000543625985322	0.002523977789
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.000116491282569	0.0	0.0	3.8830427523e-05	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.7660855046e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
